Voltage (V),Current (A)
106.60000000000045,0.00054585
106.80000000000045,0.000557
107.00000000000045,0.000567852
107.20000000000046,0.000579018
107.40000000000046,0.000589794
107.60000000000046,0.000601031
107.80000000000047,0.000612556
108.00000000000047,0.000624204
108.20000000000047,0.000635984
108.40000000000047,0.000647667
108.60000000000048,0.000659431
108.80000000000048,0.000671181
109.00000000000048,0.000682872
109.20000000000049,0.000694752
109.40000000000049,0.000706409
109.60000000000049,0.000718026
109.8000000000005,0.000729744
110.0000000000005,0.000740985
110.2000000000005,0.000752577
110.4000000000005,0.000764727
110.6000000000005,0.000776055
110.80000000000051,0.000787326
111.00000000000051,0.000798306
111.20000000000051,0.000810439
111.40000000000052,0.00082146
111.60000000000052,0.000832783
111.80000000000052,0.000843902
112.00000000000053,0.000854859
112.20000000000053,0.000866033
112.40000000000053,0.000876972
112.60000000000053,0.000888438
112.80000000000054,0.000900358
113.00000000000054,0.000911356
113.20000000000054,0.000921658
113.40000000000055,0.000933176
113.60000000000055,0.000944711
113.80000000000055,0.000955714
114.00000000000055,0.000966879
114.20000000000056,0.000978324
114.40000000000056,0.00098946
114.60000000000056,0.00100069
114.80000000000057,0.00101238
115.00000000000057,0.00102268
115.20000000000057,0.00103422
115.40000000000057,0.00104562
115.60000000000058,0.0010564
115.80000000000058,0.00106863
116.00000000000058,0.0010804
116.20000000000059,0.00109206
116.40000000000059,0.00110316
116.60000000000059,0.00111464
116.8000000000006,0.0011264
117.0000000000006,0.00113889
117.2000000000006,0.00115079
117.4000000000006,0.00116238
117.6000000000006,0.00117485
117.80000000000061,0.00118572
118.00000000000061,0.00119788
118.20000000000061,0.00120984
118.40000000000062,0.00122185
118.60000000000062,0.00123402
118.80000000000062,0.00124662
119.00000000000063,0.00125811
119.20000000000063,0.00127052
119.40000000000063,0.00128298
119.60000000000063,0.00129454
119.80000000000064,0.00130804
120.00000000000064,0.00132048
